EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 10-05-2011
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
3296 ,ASHGABAT                                ,TURKMENISTAN                            ,+37:58:00,+058:19:59, 208
3297 ,KURGAN-TYUBE                            ,TAJIKISTAN                              ,+37:49:00,+068:46:59, 429
3298 ,SARAGT                                  ,TURKMENISTAN                            ,+36:31:59,+061:13:00, 275
3299 ,GYSHGY                                  ,TURKMENISTAN                            ,+35:16:59,+062:21:00, 625
3300 ,BABNO POLJE                             ,SLOVENIA                                ,+45:36:00,+014:30:00, 756
3301 ,CRNOMELJ-DOBLICE                        ,SLOVENIA                                ,+45:36:00,+015:12:00, 157
3302 ,IVANJKOVCI                              ,SLOVENIA                                ,+46:30:00,+016:12:00, 225
3303 ,LENDAVA                                 ,SLOVENIA                                ,+46:36:00,+016:30:00, 190
3304 ,MARIBOR-TABOR                           ,SLOVENIA                                ,+46:30:00,+015:36:00, 275
3305 ,PLANINA POD GOLICO                      ,SLOVENIA                                ,+46:30:00,+014:06:00, 970
3306 ,PREDDVOR                                ,SLOVENIA                                ,+46:18:00,+014:24:00, 485
3307 ,STARSE                                  ,SLOVENIA                                ,+46:30:00,+015:48:00, 240
3308 ,VOGEL                                   ,SLOVENIA                                ,+46:18:00,+013:48:00,1535
3309 ,BIZELJSKO                               ,SLOVENIA                                ,+46:00:00,+015:42:00, 179
3310 ,GODNJE                                  ,SLOVENIA                                ,+45:48:00,+013:48:00, 320
3311 ,KOCEVJE                                 ,SLOVENIA                                ,+45:36:00,+014:54:00, 467
3312 ,LESCE                                   ,SLOVENIA                                ,+46:24:00,+014:12:00, 515
3313 ,METLIKA                                 ,SLOVENIA                                ,+45:36:00,+015:18:00, 153
3314 ,POLICKI VRH                             ,SLOVENIA                                ,+46:36:00,+015:42:00, 280
3315 ,SEVNO                                   ,SLOVENIA                                ,+46:00:00,+014:54:00, 545
3316 ,TOPOL PRI MEDVODAH                      ,SLOVENIA                                ,+46:06:00,+014:24:00, 660
3317 ,VOJSKO                                  ,SLOVENIA                                ,+46:00:00,+013:54:00,1067
3318 ,BOHINJSKA CESNJICA                      ,SLOVENIA                                ,+46:18:00,+013:54:00, 595
3319 ,GROSUPLJE                               ,SLOVENIA                                ,+46:00:00,+014:42:00, 350
3320 ,KRVAVEC                                 ,SLOVENIA                                ,+46:18:00,+014:30:00,1740
3321 ,MALKOVEC                                ,SLOVENIA                                ,+46:00:00,+015:12:00, 400
3322 ,NOVA VAS NA BLOKAH                      ,SLOVENIA                                ,+45:48:00,+014:30:00, 722
3323 ,POSTOJNA                                ,SLOVENIA                                ,+45:48:00,+014:12:00, 533
3324 ,SLOVENSKE KONJICE                       ,SLOVENIA                                ,+46:18:00,+015:24:00, 330
3325 ,VELIKI DOLENCI                          ,SLOVENIA                                ,+46:48:00,+016:18:00, 308
3326 ,BILJE                                   ,SLOVENIA                                ,+45:54:00,+013:36:00,  55
3327 ,CERKLJE-LETALISCE                       ,SLOVENIA                                ,+45:54:00,+015:30:00, 154
3328 ,NOVO MESTO                              ,SLOVENIA                                ,+45:48:00,+015:12:00, 220
3329 ,SMARTNO PRI SLOVENJ GRADCU              ,SLOVENIA                                ,+46:30:00,+015:06:00, 444
3330 ,BRNIK-LETALISCE                         ,SLOVENIA                                ,+46:12:00,+014:30:00, 364
3331 ,MARIBOR-LETALISCE                       ,SLOVENIA                                ,+46:30:00,+015:42:00, 264
3332 ,PORTOROZ-LETALISCE                      ,SLOVENIA                                ,+45:30:00,+013:36:00,   2
3333 ,CELJE-MEDLOG                            ,SLOVENIA                                ,+46:12:00,+015:12:00, 242
3334 ,LISCA                                   ,SLOVENIA                                ,+46:06:00,+015:18:00, 943
3335 ,MURSKA SOBOTA-RAKICAN                   ,SLOVENIA                                ,+46:42:00,+016:12:00, 188
3336 ,RATECE-PLANICA                          ,SLOVENIA                                ,+46:30:00,+013:42:00, 864
3506 ,STUTTGART-SCHNARRENBERG                 ,GERMANY                                 ,+48:49:45,+009:12:03, 314
3507 ,BRAEMAR-1                               ,UNITED KINGDOM                          ,+57:00:39,-003:23:45, 327
3508 ,LOWESTOFT MONKTON AVENUE                ,UNITED KINGDOM                          ,+52:28:59,+001:43:51,  18
3509 ,MALMO A                                 ,SWEDEN                                  ,+55:34:17,+013:04:23,  20
3510 ,TORUP A                                 ,SWEDEN                                  ,+56:56:58,+013:03:45, 130
3511 ,TORUP                                   ,SWEDEN                                  ,+56:57:47,+013:04:15,  85
3512 ,NIDINGEN A                              ,SWEDEN                                  ,+57:18:14,+011:54:23,   2
3513 ,MALILLA A                               ,SWEDEN                                  ,+57:23:04,+015:48:12,  95
3514 ,NORDKOSTER A                            ,SWEDEN                                  ,+58:53:33,+011:00:21,  33
3515 ,HARSTENA A                              ,SWEDEN                                  ,+58:15:02,+017:00:38,  14
3516 ,GOTSKA SANDON A                         ,SWEDEN                                  ,+58:23:39,+019:11:51,  16
3517 ,KILSBERGEN-SUTTARBODA A                 ,SWEDEN                                  ,+59:18:00,+014:53:54, 219
3518 ,TULLINGE A                              ,SWEDEN                                  ,+59:10:44,+017:54:45,  45
3519 ,STOCKHOLM-BROMMA                        ,SWEDEN                                  ,+59:21:12,+017:57:05,  14
3520 ,BORLANGE FLYGPLATS                      ,SWEDEN                                  ,+60:25:45,+015:30:28, 152
3521 ,AMOT A                                  ,SWEDEN                                  ,+60:57:42,+016:25:51, 162
3522 ,FILMS KYRKBY A                          ,SWEDEN                                  ,+60:14:11,+017:54:28,  33
3523 ,KUGGOREN A                              ,SWEDEN                                  ,+61:42:11,+017:31:29,   8
3524 ,TANNAS A                                ,SWEDEN                                  ,+62:27:01,+012:40:13, 723
3525 ,SVEG                                    ,SWEDEN                                  ,+62:01:09,+014:11:25, 432
3526 ,SUNDSVALLS FLYGPLATS                    ,SWEDEN                                  ,+62:31:28,+017:26:27,   4
3527 ,STORLIEN-VISJOVALEN                     ,SWEDEN                                  ,+63:18:10,+012:07:31, 642
3528 ,FROSON                                  ,SWEDEN                                  ,+63:11:51,+014:29:11, 376
3529 ,JUNSELE A                               ,SWEDEN                                  ,+63:41:06,+016:57:11, 214
3530 ,JUNSELE                                 ,SWEDEN                                  ,+63:41:03,+016:57:02, 215
3531 ,SKAGSUDDE A                             ,SWEDEN                                  ,+63:11:18,+019:01:13,  11
3532 ,HOLMON A                                ,SWEDEN                                  ,+63:48:29,+020:52:09,   6
3533 ,GADDEDE                                 ,SWEDEN                                  ,+64:30:12,+014:09:34, 328
3534 ,GADDEDE A                               ,SWEDEN                                  ,+64:30:20,+014:13:26, 550
3535 ,BJUROKLUBB A                            ,SWEDEN                                  ,+64:28:51,+021:34:45,  40
3536 ,HEMAVAN                                 ,SWEDEN                                  ,+65:47:48,+015:06:15, 475
3537 ,HEMAVAN FLYGPLATS                       ,SWEDEN                                  ,+65:48:28,+015:05:07, 458
3538 ,JOKKMOKK FLYGPLATS MO                   ,SWEDEN                                  ,+66:29:56,+020:07:51, 275
3539 ,PAJALA A                                ,SWEDEN                                  ,+67:12:18,+023:23:43, 171
3540 ,KATTERJAKK                              ,SWEDEN                                  ,+68:25:18,+018:10:10, 515
3541 ,BRATISLAVA                              ,SLOVAKIA                                ,+48:10:00,+017:12:00, 131
3542 ,KOSICE                                  ,SLOVAKIA                                ,+48:40:00,+021:13:00, 230
3543 ,LUCENEC                                 ,SLOVAKIA                                ,+48:19:00,+019:39:00, 187
3544 ,ORAVSKA LESNA                           ,SLOVAKIA                                ,+49:22:00,+019:10:00, 780
3545 ,SLIAE                                   ,SLOVAKIA                                ,+48:37:59,+019:07:59, 313
3546 ,NEWPORT FURNACE                         ,IRELAND                                 ,+53:55:18,-009:34:18,  23
3547 ,DUNSANY GRANGE                          ,IRELAND                                 ,+53:30:00,-006:42:00,  84
3548 ,GURTEEN                                 ,IRELAND                                 ,+53:01:48,-008:00:36,  76
3549 ,MT DILLON                               ,IRELAND                                 ,+54:43:36,-009:54:03,  40
3550 ,MACE HEAD                               ,IRELAND                                 ,+53:19:33,-009:54:03,  23
3551 ,OAK PARK                                ,IRELAND                                 ,+52:51:39,-006:54:54,  63
3552 ,MOOREPARK                               ,IRELAND                                 ,+52:09:50,-008:15:50,  47
3553 ,BALLYHAISE                              ,IRELAND                                 ,+54:03:03,-007:18:36,  79
3554 ,SHERKIN ISLAND                          ,IRELAND                                 ,+51:28:33,-009:25:41,  21
3555 ,MULLINGAR                               ,IRELAND                                 ,+53:32:12,-007:21:42, 101
3556 ,KUCHAROVICE                             ,CZECH REPUBLIC                          ,+48:52:57,+016:05:11, 334
3557 ,CESKE BUDEJOVICE                        ,CZECH REPUBLIC                          ,+48:57:06,+014:28:01, 388
3558 ,TABOR                                   ,CZECH REPUBLIC                          ,+49:26:09,+014:39:37, 459
3559 ,KLATOVY                                 ,CZECH REPUBLIC                          ,+49:23:26,+013:18:10, 425
3560 ,KARLOVY VARY                            ,CZECH REPUBLIC                          ,+50:12:06,+012:54:38, 603
3561 ,CERVENA                                 ,CZECH REPUBLIC                          ,+49:46:37,+017:32:30, 749
3562 ,SUMPERK                                 ,CZECH REPUBLIC                          ,+49:58:27,+016:58:03, 328
3563 ,PRAHA                                   ,CZECH REPUBLIC                          ,+50:06:02,+014:15:28, 364
3564 ,SEMCICE                                 ,CZECH REPUBLIC                          ,+50:22:01,+015:00:15, 234
3565 ,ZATEC                                   ,CZECH REPUBLIC                          ,+50:20:52,+013:33:00, 210
3566 ,PRAHA-KLEMENTINUM2                      ,CZECH REPUBLIC                          ,+50:05:26,+014:25:09, 191
3567 ,NIZHNEUDINSK                            ,RUSSIAN FEDERATION                      ,+54:52:59,+099:01:59, 411
